Gene_Id	Gene_Symbol	Gene_Description	Disease_Id	DiseaseName	PsychiatricDisorder	Number_of_AbstractsValidated	Number_of_Abstracts	Source_Id	Score	Disease_Number
355	FAS	Fas cell surface death receptor	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
3565	IL4	interleukin 4	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	5	6	psycur16	0.4	2
3690	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
3697	ITIH1	inter-alpha-trypsin inhibitor heavy chain 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	3	psycur16	1	3
3699	ITIH3	inter-alpha-trypsin inhibitor heavy chain 3	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	4	psycur16	1	1
3757	KCNH2	potassium channel, voltage gated eag related subfamily H, member 2	umls:C0349204	nonorganic psychosis	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	1	3
3757	KCNH2	potassium channel, voltage gated eag related subfamily H, member 2	umls:C0033975	psychotic disorders	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	1	3
3757	KCNH2	potassium channel, voltage gated eag related subfamily H, member 2	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	4	4	psycur16	1	3
3782	KCNN3	potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 3	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	16	psycur16	0.667	1
3785	KCNQ2	potassium channel, voltage gated KQT-like subfamily Q, member 2	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	1	3
3927	LASP1	LIM and SH3 protein 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
406952	MIR17	microRNA 17	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	3	psycur16	1	1
406989	MIR206	microRNA 206	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	3
4155	MBP	myelin basic protein	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	4	6	psycur16	0.75	2
4161	MC5R	melanocortin 5 receptor	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	2
4482	MSRA	methionine sulfoxide reductase A	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	1	1
4645	MYO5B	myosin VB	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	2
4650	MYO9B	myosin IXB	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	3	psycur16	0.333	1
5020	OXT	oxytocin/neurophysin I prepropeptide	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	5	7	psycur16	1	2
5174	PDZK1	PDZ domain containing 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
5297	PI4KA	phosphatidylinositol 4-kinase, catalytic, alpha	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	4	6	psycur16	0.75	3
5340	PLG	plasminogen	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	4
5348	FXYD1	FXYD domain containing ion transport regulator 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
5444	PON1	paraoxonase 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	0.5	5
54487	DGCR8	DGCR8 microprocessor complex subunit	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	4	psycur16	1	3
54487	DGCR8	DGCR8 microprocessor complex subunit	umls:C0349204	nonorganic psychosis	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	3
54487	DGCR8	DGCR8 microprocessor complex subunit	umls:C0033975	psychotic disorders	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	3
5609	MAP2K7	mitogen-activated protein kinase kinase 7	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
5733	PTGER3	prostaglandin E receptor 3 (subtype EP3)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
574451	MIR432	microRNA 432	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	2	psycur16	1	1
57468	SLC12A5	solute carrier family 12 (potassium/chloride transporter), member 5	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	3	psycur16	0.667	1
6007	RHD	Rh blood group, D antigen	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	5	psycur16	1	1
613212	CTXN3	cortexin 3	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
637	BID	BH3 interacting domain death agonist	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	2
64288	ZSCAN31	zinc finger and SCAN domain containing 31	umls:C0349204	nonorganic psychosis	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	3
64288	ZSCAN31	zinc finger and SCAN domain containing 31	umls:C0033975	psychotic disorders	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	3
64288	ZSCAN31	zinc finger and SCAN domain containing 31	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	3
65018	PINK1	PTEN induced putative kinase 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	4	psycur16	0.667	3
6507	SLC1A3	solute carrier family 1 (glial high affinity glutamate transporter), member 3	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	4	12	psycur16	1	1
6586	SLIT3	slit homolog 3 (Drosophila)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	3
6721	SREBF2	sterol regulatory element binding transcription factor 2	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	2	psycur16	1	1
6804	STX1A	syntaxin 1A (brain)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	0.5	1
6870	TACR3	tachykinin receptor 3	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	4	psycur16	0.5	1
7052	TGM2	transglutaminase 2	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	1	1
7515	XRCC1	X-ray repair complementing defective repair in Chinese hamster cells 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
7518	XRCC4	X-ray repair complementing defective repair in Chinese hamster cells 4	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
8214	DGCR6	DiGeorge syndrome critical region gene 6	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	3	psycur16	1	1
84148	KAT8	K(lysine) acetyltransferase 8	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
84152	PPP1R1B	protein phosphatase 1, regulatory (inhibitor) subunit 1B	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	5	14	psycur16	1	1
84867	PTPN5	protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	1	1
8490	RGS5	regulator of G-protein signaling 5	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
8605	PLA2G4C	phospholipase A2, group IVC (cytosolic, calcium-independent)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
8851	CDK5R1	cyclin-dependent kinase 5, regulatory subunit 1 (p35)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	2	psycur16	1	1
8854	ALDH1A2	aldehyde dehydrogenase 1 family, member A2	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
89781	HPS4	Hermansky-Pudlak syndrome 4	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	1	1
9019	MPZL1	myelin protein zero-like 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
90273	CEACAM21	carcinoembryonic antigen-related cell adhesion molecule 21	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
9373	PLAA	phospholipase A2-activating protein	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
9415	FADS2	fatty acid desaturase 2	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	2	psycur16	1	2
947	CD34	CD34 molecule	umls:C0349204	nonorganic psychosis	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	2
947	CD34	CD34 molecule	umls:C0033975	psychotic disorders	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	2
9481	SLC25A27	solute carrier family 25, member 27	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	1	1
9734	HDAC9	histone deacetylase 9	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	1	1
9739	SETD1A	SET domain containing 1A	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
9743	ARHGAP32	Rho GTPase activating protein 32	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
9759	HDAC4	histone deacetylase 4	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	1	3
9869	SETDB1	SET domain, bifurcated 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	2
9943	OXSR1	oxidative stress responsive 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
10042	HMGXB4	HMG box domain containing 4	umls:C1839839	major affective disorder 2	Bipolar disorders and related disorders	1	1	psycur16	1	2
10042	HMGXB4	HMG box domain containing 4	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	psycur16	1	2
10718	NRG3	neuregulin 3	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	2	2	psycur16	0.5	2
1129	CHRM2	cholinergic receptor, muscarinic 2	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	psycur16	1	2
1385	CREB1	cAMP responsive element binding protein 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	3	3	psycur16	0.667	2
2065	ERBB3	erb-b2 receptor tyrosine kinase 3	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	psycur16	1	5
208	AKT2	v-akt murine thymoma viral oncogene homolog 2	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	psycur16	1	1
2915	GRM5	glutamate receptor, metabotropic 5	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	psycur16	1	4
3135	HLA-G	major histocompatibility complex, class I, G	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	psycur16	1	1
3569	IL6	interleukin 6	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	2	2	psycur16	1	2
3786	KCNQ3	potassium channel, voltage gated KQT-like subfamily Q, member 3	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	psycur16	1	2
400359	C15orf53	chromosome 15 open reading frame 53	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	2	2	psycur16	0.5	3
5444	PON1	paraoxonase 1	umls:C0853193	bipolar i disorder	Bipolar disorders and related disorders	1	1	psycur16	1	5
5444	PON1	paraoxonase 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	3	3	psycur16	0.667	5
5550	PREP	prolyl endopeptidase	umls:C0338831	manic	Bipolar disorders and related disorders	1	2	psycur16	1	2
5594	MAPK1	mitogen-activated protein kinase 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	3	psycur16	1	2
6303	SAT1	spermidine/spermine N1-acetyltransferase 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	2	2	psycur16	1	11
637	BID	BH3 interacting domain death agonist	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	psycur16	1	2
65258	MPPE1	metallophosphoesterase 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	psycur16	1	1
675	BRCA2	breast cancer 2, early onset	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	psycur16	1	2
7101	NR2E1	nuclear receptor subfamily 2, group E, member 1	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	2	2	psycur16	1	3
7101	NR2E1	nuclear receptor subfamily 2, group E, member 1	umls:C0853193	bipolar i disorder	Bipolar disorders and related disorders	1	1	psycur16	1	3
7421	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	umls:C0005586	bipolar disorder	Bipolar disorders and related disorders	1	1	psycur16	1	3
114131	UCN3	urocortin 3	umls:C0041696	unipolar depression	Depressive disorders	1	1	psycur16	1	2
114131	UCN3	urocortin 3	umls:C1269683	major depressive disorder	Depressive disorders	1	1	psycur16	1	2
163	AP2B1	adaptor-related protein complex 2, beta 1 subunit	umls:C0086132	depressive symptoms	Depressive disorders	1	1	psycur16	1	1
1975	EIF4B	eukaryotic translation initiation factor 4B	umls:C0041696	unipolar depression	Depressive disorders	1	1	psycur16	1	2
1975	EIF4B	eukaryotic translation initiation factor 4B	umls:C1269683	major depressive disorder	Depressive disorders	1	1	psycur16	1	2
2288	FKBP4	FK506 binding protein 4, 59kDa	umls:C0041696	unipolar depression	Depressive disorders	3	3	psycur16	0.667	2
2288	FKBP4	FK506 binding protein 4, 59kDa	umls:C1269683	major depressive disorder	Depressive disorders	3	3	psycur16	0.667	2
22933	SIRT2	sirtuin 2	umls:C0525045	mood disorders	Depressive disorders	1	1	psycur16	1	2
22933	SIRT2	sirtuin 2	umls:C2939186	disturbance in mood	Depressive disorders	1	1	psycur16	1	2
23627	PRND	prion protein 2 (dublet)	umls:C0022107	irritable mood	Depressive disorders	1	1	psycur16	1	1
2475	MTOR	mechanistic target of rapamycin (serine/threonine kinase)	umls:C0041696	unipolar depression	Depressive disorders	2	2	psycur16	1	3
2475	MTOR	mechanistic target of rapamycin (serine/threonine kinase)	umls:C1269683	major depressive disorder	Depressive disorders	2	2	psycur16	1	3
2551	GABPA	GA binding protein transcription factor, alpha subunit 60kDa	umls:C0011581	depressive disorder	Depressive disorders	1	1	psycur16	1	3
26047	CNTNAP2	contactin associated protein-like 2	umls:C0041696	unipolar depression	Depressive disorders	1	1	psycur16	1	3
26047	CNTNAP2	contactin associated protein-like 2	umls:C1269683	major depressive disorder	Depressive disorders	1	1	psycur16	1	3
3439	IFNA1	interferon, alpha 1	umls:C0086132	depressive symptoms	Depressive disorders	1	1	psycur16	1	4
3439	IFNA1	interferon, alpha 1	umls:C0041696	unipolar depression	Depressive disorders	1	1	psycur16	1	4
3439	IFNA1	interferon, alpha 1	umls:C1269683	major depressive disorder	Depressive disorders	1	1	psycur16	1	4
344148	NCKAP5	NCK-associated protein 5	umls:C0086132	depressive symptoms	Depressive disorders	1	1	psycur16	1	1
3683	ITGAL	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)	umls:C2362914	clinical depression	Depressive disorders	1	1	psycur16	1	1
50604	IL20	interleukin 20	umls:C0041696	unipolar depression	Depressive disorders	1	1	psycur16	1	2
50604	IL20	interleukin 20	umls:C1269683	major depressive disorder	Depressive disorders	1	1	psycur16	1	2
5074	PAWR	PRKC, apoptosis, WT1, regulator	umls:C0041696	unipolar depression	Depressive disorders	2	2	psycur16	0.5	7
5074	PAWR	PRKC, apoptosis, WT1, regulator	umls:C1269683	major depressive disorder	Depressive disorders	2	2	psycur16	0.5	7
5209	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	umls:C0041696	unipolar depression	Depressive disorders	1	1	psycur16	1	5
5209	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	umls:C0525045	mood disorders	Depressive disorders	1	1	psycur16	1	5
5209	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	umls:C1269683	major depressive disorder	Depressive disorders	1	1	psycur16	1	5
5209	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	umls:C0011570	mental depression	Depressive disorders	1	1	psycur16	1	5
5320	PLA2G2A	phospholipase A2, group IIA (platelets, synovial fluid)	umls:C0349218	recurrent depressive disorder, unspecified	Depressive disorders	1	1	psycur16	1	4
5320	PLA2G2A	phospholipase A2, group IIA (platelets, synovial fluid)	umls:C0011581	depressive disorder	Depressive disorders	1	3	psycur16	1	4
540	ATP7B	ATPase, Cu++ transporting, beta polypeptide	umls:C0041696	unipolar depression	Depressive disorders	1	1	psycur16	1	2
540	ATP7B	ATPase, Cu++ transporting, beta polypeptide	umls:C1269683	major depressive disorder	Depressive disorders	1	1	psycur16	1	2
551	AVP	arginine vasopressin	umls:C0041696	unipolar depression	Depressive disorders	1	3	psycur16	1	8
551	AVP	arginine vasopressin	umls:C0344315	depressed mood	Depressive disorders	1	9	psycur16	1	8
551	AVP	arginine vasopressin	umls:C1269683	major depressive disorder	Depressive disorders	1	3	psycur16	1	8
551	AVP	arginine vasopressin	umls:C0086132	depressive symptoms	Depressive disorders	1	2	psycur16	1	8
5607	MAP2K5	mitogen-activated protein kinase kinase 5	umls:C0011581	depressive disorder	Depressive disorders	1	1	psycur16	1	1
56267	CCBL2	cysteine conjugate-beta lyase 2	umls:C0041696	unipolar depression	Depressive disorders	1	1	psycur16	1	3
56267	CCBL2	cysteine conjugate-beta lyase 2	umls:C0024517	single major depressive episode	Depressive disorders	1	1	psycur16	1	3
56267	CCBL2	cysteine conjugate-beta lyase 2	umls:C1269683	major depressive disorder	Depressive disorders	1	1	psycur16	1	3
5726	TAS2R38	taste receptor, type 2, member 38	umls:C0455383	fh: depression	Depressive disorders	1	1	psycur16	1	1
5801	PTPRR	protein tyrosine phosphatase, receptor type, R	umls:C0041696	unipolar depression	Depressive disorders	1	1	psycur16	1	2
5801	PTPRR	protein tyrosine phosphatase, receptor type, R	umls:C1269683	major depressive disorder	Depressive disorders	1	1	psycur16	1	2
5914	RARA	retinoic acid receptor, alpha	umls:C0525045	mood disorders	Depressive disorders	1	1	psycur16	1	3
613	BCR	breakpoint cluster region	umls:C0041696	unipolar depression	Depressive disorders	1	1	psycur16	1	2
613	BCR	breakpoint cluster region	umls:C1269683	major depressive disorder	Depressive disorders	1	1	psycur16	1	2
6403	SELP	selectin P (granule membrane protein 140kDa, antigen CD62)	umls:C0344315	depressed mood	Depressive disorders	1	1	psycur16	1	1
65059	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	umls:C0041696	unipolar depression	Depressive disorders	1	1	psycur16	1	2
65059	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	umls:C1269683	major depressive disorder	Depressive disorders	1	1	psycur16	1	2
655	BMP7	bone morphogenetic protein 7	umls:C0041696	unipolar depression	Depressive disorders	1	1	psycur16	1	2
655	BMP7	bone morphogenetic protein 7	umls:C1269683	major depressive disorder	Depressive disorders	1	1	psycur16	1	2
6774	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	umls:C0011581	depressive disorder	Depressive disorders	1	3	psycur16	1	1
7015	TERT	telomerase reverse transcriptase	umls:C0041696	unipolar depression	Depressive disorders	1	2	psycur16	1	2
7015	TERT	telomerase reverse transcriptase	umls:C1269683	major depressive disorder	Depressive disorders	1	2	psycur16	1	2
7040	TGFB1	transforming growth factor, beta 1	umls:C0525045	mood disorders	Depressive disorders	1	1	psycur16	1	8
7040	TGFB1	transforming growth factor, beta 1	umls:C0086132	depressive symptoms	Depressive disorders	1	1	psycur16	1	8
7040	TGFB1	transforming growth factor, beta 1	umls:C0011581	depressive disorder	Depressive disorders	1	3	psycur16	1	8
7040	TGFB1	transforming growth factor, beta 1	umls:C0455503	h/o: depression	Depressive disorders	1	1	psycur16	1	8
7704	ZBTB16	zinc finger and BTB domain containing 16	umls:C0041696	unipolar depression	Depressive disorders	1	1	psycur16	1	2
7704	ZBTB16	zinc finger and BTB domain containing 16	umls:C1269683	major depressive disorder	Depressive disorders	1	1	psycur16	1	2
10048	RANBP9	RAN binding protein 9	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
10326	SIRPB1	signal-regulatory protein beta 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	1	1
104	ADARB1	adenosine deaminase, RNA-specific, B1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	1	2
104	ADARB1	adenosine deaminase, RNA-specific, B1	umls:C0033975	psychotic disorders	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	2
10891	PPARGC1A	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
1128	CHRM1	cholinergic receptor, muscarinic 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	4	6	psycur16	0.5	2
114781	BTBD9	BTB (POZ) domain containing 9	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
116285	ACSM1	acyl-CoA synthetase medium-chain family member 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	1	3
121278	TPH2	tryptophan hydroxylase 2	umls:C0036349	paranoid schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	2	psycur16	1	8
121278	TPH2	tryptophan hydroxylase 2	umls:C0033975	psychotic disorders	Schizophrenia spectrum and other psychotic disorders	2	3	psycur16	1	8
121278	TPH2	tryptophan hydroxylase 2	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	12	psycur16	0.5	8
1269	CNR2	cannabinoid receptor 2 (macrophage)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	4	4	psycur16	0.75	7
134864	TAAR1	trace amine associated receptor 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
140902	R3HDML	R3H domain containing-like	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	2
1437	CSF2	colony stimulating factor 2 (granulocyte-macrophage)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	12	psycur16	1	1
1439	CSF2RB	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	3	psycur16	1	4
1439	CSF2RB	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)	umls:C0033975	psychotic disorders	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	4
1454	CSNK1E	casein kinase 1, epsilon	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	1	3
1576	CYP3A4	cytochrome P450, family 3, subfamily A, polypeptide 4	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	4	psycur16	1	3
1577	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	4	psycur16	1	2
1577	CYP3A5	cytochrome P450, family 3, subfamily A, polypeptide 5	umls:C0809983	schizophrenia and related disorders	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	2
1740	DLG2	discs, large homolog 2 (Drosophila)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	4	6	psycur16	0.75	2
2100	ESR2	estrogen receptor 2 (ER beta)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	3	psycur16	0.667	4
221	ALDH3B1	aldehyde dehydrogenase 3 family, member B1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	1	2
221	ALDH3B1	aldehyde dehydrogenase 3 family, member B1	umls:C0036349	paranoid schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	2
22850	ADNP2	ADNP homeobox 2	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	2	psycur16	1	1
23026	MYO16	myosin XVI	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
23209	MLC1	megalencephalic leukoencephalopathy with subcortical cysts 1	umls:C0036344	schizophrenia, catatonic	Schizophrenia spectrum and other psychotic disorders	4	5	psycur16	0.5	5
23209	MLC1	megalencephalic leukoencephalopathy with subcortical cysts 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	4	9	psycur16	0.5	5
23209	MLC1	megalencephalic leukoencephalopathy with subcortical cysts 1	umls:C0221765	chronic schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	5
2530	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	umls:C0809983	schizophrenia and related disorders	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	2
2530	FUT8	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	1	2
2534	FYN	FYN proto-oncogene, Src family tyrosine kinase	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	4	psycur16	0.5	4
2596	GAP43	growth associated protein 43	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	4	6	psycur16	1	2
2670	GFAP	glial fibrillary acidic protein	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	3	psycur16	1	1
27253	PCDH17	protocadherin 17	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	1
2768	GNA12	guanine nucleotide binding protein (G protein) alpha 12	umls:C0349204	nonorganic psychosis	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	2
2768	GNA12	guanine nucleotide binding protein (G protein) alpha 12	umls:C0033975	psychotic disorders	Schizophrenia spectrum and other psychotic disorders	1	1	psycur16	1	2
2847	MCHR1	melanin-concentrating hormone receptor 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	3	psycur16	1	1
2905	GRIN2C	glutamate receptor, ionotropic, N-methyl D-aspartate 2C	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	4	6	psycur16	0.75	1
2915	GRM5	glutamate receptor, metabotropic 5	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	16	psycur16	1	4
2952	GSTT1	glutathione S-transferase theta 1	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	5	7	psycur16	1	1
347	APOD	apolipoprotein D	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	3	6	psycur16	0.667	1
3562	IL3	interleukin 3	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	5	6	psycur16	1	1
361	AQP4	aquaporin 4	umls:C0036341	schizophrenia	Schizophrenia spectrum and other psychotic disorders	2	2	psycur16	0.5	3
